Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"The panel must meet a March 15 deadline for its initial report, which Malloy is expected to use in drafting initiatives aimed at reducing gun violence.","Violence must be reduced as aimed at an initiative drafted and expected to be used by Mulloy as an initial deadline for reports on the gun-related panel meeting on March 15.","RS","Predicted Relationship: entailment with 99.26% confidence."
"The panel must meet a March 15 deadline for its initial report, which Malloy is expected to use in drafting initiatives aimed at reducing gun violence.","The panel must diverge from the March 15 deadline for its initial report which Malloy used in the draft of an initiative aimed at reducing gun violence.","antonym","Predicted Relationship: contradiction with 99.92% confidence."
"Newtown parents learn comforting details about son's death .","The son of a Newtown parent learned of the details of his death.","RD","Predicted Relationship: contradiction with 87.28% confidence."
"Newtown parents learn comforting details about son's death .","The son of a Newtown parent determined there were comforting details of his death.","hypernym","Predicted Relationship: entailment with 75.65% confidence."
"Newtown parents learn comforting details about son's death .","The son of a Newtown parent who is not a son learned of the comforting details of his death.","polarity_negation","Predicted Relationship: neutral with 48.17% confidence."
"Newtown parents learn comforting details about son's death .","Comforting Newtown parents learned of the son's death.","RS","Predicted Relationship: entailment with 98.57% confidence."
"Newtown parents learn comforting details about son's death .","The girl's parents in Newtown learned of comforting details of her death.","antonym","Predicted Relationship: contradiction with 99.17% confidence."
"This little donkey is plodding on towards Christmas after taking zookeepers by surprise when he was born premature.","The little donkey plodded towards Christmas after surprising the zookeeper when he was born prematurely.","RD","Predicted Relationship: entailment with 99.92% confidence."
"This little donkey is plodding on towards Christmas after taking zookeepers by surprise when he was born premature.","This little emblem plodded towards Christmas after surprising the zookeepers when it was prematurely born.","hypernym","Predicted Relationship: entailment with 99.52% confidence."
"This little donkey is plodding on towards Christmas after taking zookeepers by surprise when he was born premature.","This little donkey plodded towards Christmas after surprising no zookeepers when born prematurely.","polarity_negation","Predicted Relationship: contradiction with 99.83% confidence."
"This little donkey is plodding on towards Christmas after taking zookeepers by surprise when he was born premature.","After surprising the zookeepers at Christmas these little donkeys plodded towards the premature festival.","RS","Predicted Relationship: contradiction with 99.23% confidence."
"This little donkey is plodding on towards Christmas after taking zookeepers by surprise when he was born premature.","After surprising the zookeepers by being born prematurely this much donkey plodded towards Christmas.","antonym","Predicted Relationship: entailment with 99.93% confidence."
"Worried staff at Berg Zoo in Halle, east Germany, kept a round the clock vigil for two days when Nikolaus was born weighing just 8.3kg.","Worrying workers at the Berlin Zoo in East Germany's Halle kept round-the-clock vigil for two days when Nikolaus was born who weighed just 8.3 kilograms.","RD","Predicted Relationship: contradiction with 98.75% confidence."
"Worried staff at Berg Zoo in Halle, east Germany, kept a round the clock vigil for two days when Nikolaus was born weighing just 8.3kg.","Worrying workers at the Berlin Zoo in East Germany's Halle had round-the-clock vigil for two days when Nikolaus was born who weighed just 8.3 kilograms.","hypernym","Predicted Relationship: contradiction with 98.13% confidence."
"Worried staff at Berg Zoo in Halle, east Germany, kept a round the clock vigil for two days when Nikolaus was born weighing just 8.3kg.","Worrying workers at the Berlin Zoo in East Germany's Halle kept round-the-clock vigil for two days while Nikolaus was born who weighed just 8.3 kilograms.","polarity_negation","Predicted Relationship: contradiction with 98.33% confidence."
"Worried staff at Berg Zoo in Halle, east Germany, kept a round the clock vigil for two days when Nikolaus was born weighing just 8.3kg.","Worrying workers at the Berlin Zoo in East Germany's 8.3-city kept round-the-clock vigil for two days while Nikolaus who weighed just 6.5 kilograms was born.","RS","Predicted Relationship: contradiction with 99.98% confidence."
"Worried staff at Berg Zoo in Halle, east Germany, kept a round the clock vigil for two days when Nikolaus was born weighing just 8.3kg.","Worrying workers at the Berlin Zoo in East Germany's Halle kept round-the-clock vigil for two nights while Nikolaus who weighed just 8.3 kilograms was born.","antonym","Predicted Relationship: contradiction with 96.90% confidence."
"But after plenty of love, attention and bottle feeding, the foal pulled through and became strong enough to join his mother in her stables.","But after plenty of love and feeding the foal has pulled through and become strong enough to join her mother in her stable.","RD","Predicted Relationship: entailment with 65.95% confidence."
