Original Sentence,Modified Sentence,Modification Type,semantic_relationship
"The second goal, now I have seen on TV, was offside.","Now I see that the second goal was offside on TV.","polarity_negation","Predicted Relationship: entailment with 99.85% confidence."
"The second goal, now I have seen on TV, was offside.","Now I see the second goal offside on TV.","RS","Predicted Relationship: entailment with 99.91% confidence."
"The second goal, now I have seen on TV, was offside.","Now I see the second goal offside on TV.","antonym","Predicted Relationship: entailment with 99.91% confidence."
"But it's true that at 2-0 down, for me it's important to say that we showed character and personality that was important for the team.","But it is true that when down to 2 - 0 it is important to say that we are showing important characters and personalities.","RD","Predicted Relationship: entailment with 99.10% confidence."
"But it's true that at 2-0 down, for me it's important to say that we showed character and personality that was important for the team.","But it is true that when down to 2 - 0 it is important that I say we show the character and attributes that are important to the team.","hypernym","Predicted Relationship: entailment with 99.59% confidence."
"But it's true that at 2-0 down, for me it's important to say that we showed character and personality that was important for the team.","But it's not true that when down to 2 - 0 it's important to say that we've shown the character and personality that is important to the team.","polarity_negation","Predicted Relationship: contradiction with 98.35% confidence."
"But it's true that at 2-0 down, for me it's important to say that we showed character and personality that was important for the team.","But it is true that when down to 2 - 0 it is important to say that character shows what team and personality is important to us.","RS","Predicted Relationship: entailment with 99.47% confidence."
"But it's true that at 2-0 down, for me it's important to say that we showed character and personality that was important for the team.","But it is true that when it is down to 2 - 0 it is insignificant to say that we have shown important character and personality to the team.","antonym","Predicted Relationship: contradiction with 99.81% confidence."
"Opposing managers Sam Allardyce and Mauricio Pochettino direct their players match at White Hart Lane .","Both opposing managers Sam and Mauricio Pochettino directed the players' matches at White Hart Lane.","RD","Predicted Relationship: entailment with 99.84% confidence."
"Opposing managers Sam Allardyce and Mauricio Pochettino direct their players match at White Hart Lane .","The opposition managers Sam Allardyce and Mauricio Pochitino directed the players to play at White Hart Lane.","hypernym","Predicted Relationship: entailment with 99.45% confidence."
"Opposing managers Sam Allardyce and Mauricio Pochettino direct their players match at White Hart Lane .","Both managers Sam Allardyce and Mauricio Pochettino directed the players' matches at White Hart Lane.","polarity_negation","Predicted Relationship: entailment with 99.73% confidence."
"Opposing managers Sam Allardyce and Mauricio Pochettino direct their players match at White Hart Lane .","The managers Sam Allardyce and Mauricio Pochitino directed the match at White Hart Lane.","RS","Predicted Relationship: entailment with 99.66% confidence."
"Opposing managers Sam Allardyce and Mauricio Pochettino direct their players match at White Hart Lane .","Both opposing managers Sam Allardyce and failed Mauricio Pochettino directed the players' matches at White Hart Lane.","antonym","Predicted Relationship: neutral with 98.45% confidence."
"Police were called to a Church of England primary school after parents allegedly threatened to stab each other in front of young children.","Police called the Church of England school after alleged parent threats to stab a parent in front of a young child.","RD","Predicted Relationship: entailment with 99.79% confidence."
"Police were called to a Church of England primary school after parents allegedly threatened to stab each other in front of young children.","Police called the Church of England primary school after alleged parent threats to stab a parent in front of a young child.","hypernym","Predicted Relationship: entailment with 99.80% confidence."
"Police were called to a Church of England primary school after parents allegedly threatened to stab each other in front of young children.","Police called the non-English primary school after alleged parent threats to stab a child in front of a young child.","polarity_negation","Predicted Relationship: contradiction with 99.94% confidence."
"Police were called to a Church of England primary school after parents allegedly threatened to stab each other in front of young children.","Police called a primary school in the Church of young after alleged parent threats to stab a child in front of English children.","RS","Predicted Relationship: contradiction with 98.90% confidence."
"Police were called to a Church of England primary school after parents allegedly threatened to stab each other in front of young children.","Police called the Church of England primary school after alleged parent threats to stab a child's lackey in front of young children.","antonym","Predicted Relationship: contradiction with 97.00% confidence."
"The group of mothers and father were seen screaming at each other in the brawl at St John's C of E primary school in Dorking, Surrey.","A group of mothers and fathers screamed at a brawl at St John's C E primary school in Dorking Surrey.","RD","Predicted Relationship: entailment with 99.75% confidence."
"The group of mothers and father were seen screaming at each other in the brawl at St John's C of E primary school in Dorking, Surrey.","A group of mothers and fathers screamed at a brawl at St John's C of E primary school in Dorking Surrey.","hypernym","Predicted Relationship: entailment with 99.74% confidence."
